#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
56,"Nothing But A Miracle","Rich Mullins",147,3B,39,2016-08-21,04:20,11,"ccm, christian, christian folk, worship","Rich Mullins",1986-00-00,53,25,0,44,0,0,-19,C♯/D♭ Major,4,3S33H71qru58iAivliKzyn,USA5W0403971,no
57,"Verge Of A Miracle","Rich Mullins",137,3B,31,2016-08-21,04:12,19,"ccm, christian, christian folk, worship","Pictures In The Sky",1987-00-00,67,28,0,37,0,0,-16,C♯/D♭ Major,4,3CxebpZO76Aq1v1LI23ILT,USA5W0400575,no
58,"Screen Door","Rich Mullins",117,9B,27,2016-08-21,01:26,14,"ccm, christian, christian folk, worship","Pictures In The Sky",1987-00-00,88,81,0,83,30,10,-17,G Major,4,5iult2l78O55tJVnwIkVZi,USA5W0404605,no
59,"Awesome God","Rich Mullins",74,11A,41,2016-08-21,03:03,54,"ccm, christian, christian folk, worship","Winds Of Heaven, Stuff Of Earth",1988-00-00,49,27,0,46,0,10,-15,F#/G♭ Minor,4,5niLKxgCj4UriedJmPtJld,USA5W0400581,no
60,"If I Stand","Rich Mullins",100,8B,14,2016-08-21,03:45,41,"ccm, christian, christian folk, worship","Winds Of Heaven, Stuff Of Earth",1988-00-00,50,80,0,55,0,10,-16,C Major,4,2QRdsueeRprk951Ywo69Yw,USA5W0400592,no
61,"Alrightokuhhuhamen","Rich Mullins",88,5B,74,2016-08-21,04:12,25,"ccm, christian, christian folk, worship","Never Picture Perfect",1989-00-00,53,34,0,33,0,0,-9,D#/E♭ Major,4,55dmG0Oec2OfUXF4X28vIQ,USA5W0400574,no
62,"Hold Me Jesus","Rich Mullins",125,2B,20,2016-08-21,03:02,42,"ccm, christian, christian folk, worship","A Liturgy, A Legacy & A Ragamuffin Band",1993-00-00,51,80,0,50,0,0,-19,F#/G♭ Major,4,4T9ohPhyjEcQLiG1dQUCRR,USRU19300029,no
63,"Brother's Keeper","Rich Mullins",111,11B,61,2016-08-21,03:16,25,"ccm, christian, christian folk, worship","Brother's Keeper",1995-00-00,69,17,0,26,0,20,-9,A Major,4,0NRCFBPmSPAxa5rNh54pk2,USRR49900078,no
64,"Let Mercy Lead","Rich Mullins",204,12B,69,2016-08-21,04:25,23,"ccm, christian, christian folk, worship","Brother's Keeper",1995-00-00,44,21,0,53,0,0,-8,E Major,4,2W393oH8wqZ028f3fi3NIW,USA5W0400560,no
65,"Sing Your Praise To The Lord","Rich Mullins",88,6B,71,2016-08-21,05:37,34,"ccm, christian, christian folk, worship","Songs",1996-00-00,57,20,0,31,0,0,-7,A#/B♭ Major,4,3Y79kvgQ4iszg75Ghz56be,USA5W0400594,no
66,"Sometimes By Step","Rich Mullins",102,9B,55,2016-08-21,04:53,34,"ccm, christian, christian folk, worship","Songs",1996-00-00,52,19,0,32,0,10,-11,G Major,4,7cS6WqbR6Ki5HMJ49FRkck,USA5W0400593,no
67,"Boy Like Me/Man Like You","Rich Mullins",88,9B,35,2016-08-21,03:17,25,"ccm, christian, christian folk, worship","Songs",1996-00-00,61,78,0,76,0,10,-15,G Major,4,4HjBgsjqNDuvXMqJNyUxnG,USA5W0400583,no
68,"Verge Of A Miracle","Rich Mullins",137,3B,39,2016-08-21,04:10,25,"ccm, christian, christian folk, worship","Songs",1996-00-00,67,36,0,36,0,10,-12,C♯/D♭ Major,4,5ps9kYIWcE9GCUa1nXzWYa,USA5W0400575,no
69,"Step By Step","Rich Mullins",177,11B,28,2016-08-21,02:40,17,"ccm, christian, christian folk, worship","Songs 2",1999-00-00,28,5,0,31,0,0,-13,A Major,4,1rQi8B1ImtyXwbyb2ClsPH,USRR49900070,no
70,"El-Shaddai","Amy Grant",124,8B,28,2016-08-21,04:08,52,"christmas, ccm, christian","Age To Age",1982-00-00,38,58,0,23,0,0,-10,C Major,4,7rJlIt0X1SZXLyCNOerJWu,USSP30765229,no
71,"Thy Word","Amy Grant",164,5B,31,2016-08-21,03:20,45,"christmas, ccm, christian","Straight Ahead (Remastered)",1984-00-00,42,88,0,36,0,10,-14,D#/E♭ Major,4,58OoLCgCm83Wogp7JLl30g,USSP30765217,no
72,"Doubly Good To You - Remastered","Amy Grant",134,9B,32,2016-08-21,03:14,28,"christmas, ccm, christian","Straight Ahead (Remastered)",1984-00-00,48,43,0,24,0,10,-11,G Major,4,0d7Vaa81BKaaFNh0loZLKT,USSP30765220,no
73,"Keep The Candle Burning","Point Of Grace",168,11B,71,2016-08-21,04:25,0,"ccm, christmas, christian","6 PICKS: Essential Radio Hits EP",2009-02-03,50,23,0,50,0,10,-7,A Major,4,16AOuweury6p5Stze3xG2s,USWR60251802,no
74,"People Get Ready...Jesus Is Coming","Crystal Lewis",144,10B,56,2016-08-21,06:04,0,"ccm, christian, christian jazz, christian pop","Beauty For Ashes",1996-09-23,62,29,0,47,0,0,-9,D Major,4,3cjqwUIRTkOk3CTmpwjhLX,US23D0400031,no
75,"God Is In Control","Twila Paris",188,3B,91,2016-08-21,05:38,14,"ccm, christian, worship, hymns","The Ultimate Collection",2006-01-01,52,2,0,68,0,20,-4,C♯/D♭ Major,4,128BZZcaRTjgIPmdvln3ON,USCM19315067,no
76,"The Basics Of Life","4Him",119,12B,55,2016-08-21,05:10,17,"ccm, christian, hymns","Chapter One .. A Decade",2001-00-00,64,14,0,34,0,10,-9,E Major,3,0zhDesdFKvfJ3FPZwYJyKA,USBE19200001,no
77,"Jesus Freak","DC Talk",104,4A,87,2016-08-21,04:47,48,"christian rock, ccm, christian, christian alternative rock, christian pop","8 Great Hits dc Talk",2003-01-01,60,1,0,47,0,50,-5,F Minor,4,5ID6qIRs04r4fMajBDY7uK,USFF19510329,no
78,"Favorite Song Of All","Phillips, Craig & Dean",92,6B,74,2016-08-21,04:30,28,"christian, ccm, worship, hymns","Phillips, Craig & Dean",1992-01-01,58,40,0,61,0,10,-11,A#/B♭ Major,4,3opNKaKOj3cDtlfrwBTLf8,USCM19210232,no
79,"Mercy Came Running","Phillips, Craig & Dean",176,1B,67,2016-08-21,04:26,36,"christian, ccm, worship, hymns","Trust",1995-01-01,50,22,0,50,0,0,-7,B Major,4,3e5yXyFHvnkr4v7XfolV8s,USCM19510236,no
80,"Crucified With Christ","Phillips, Craig & Dean",140,1B,42,2016-08-21,05:18,36,"christian, ccm, worship, hymns","Trust",1995-01-01,41,33,0,13,0,10,-8,B Major,4,0aRZeOUF1ixT2C6oFX0lAZ,USCM19510237,no
81,"The Concert Of The Age","Phillips, Craig & Dean",112,9B,71,2016-08-21,04:19,15,"christian, ccm, worship, hymns","Favorite Songs Of All",1998-01-01,69,8,0,32,0,0,-9,G Major,4,2D1teDqSEjp0KTEptaan8e,USCM19410238,no
82,"Hit Me Like A Bomb","Third Day",132,3B,86,2016-09-05,03:20,27,"christian, christian rock, ccm, christian alternative rock, worship, christian pop","Miracle",2012-11-02,53,0,1,56,0,30,-6,C♯/D♭ Major,4,1AqVkA5tIDexUFnfSuX7Jr,USA5W1200264,no
83,"If We Are The Body","Casting Crowns",132,11A,79,2016-09-05,03:58,53,"christian, worship, ccm, christian rock, christian alternative rock, christian pop","Casting Crowns",2003-10-07,53,23,0,32,0,20,-6,F#/G♭ Minor,4,0IpYDPNzFWxcLgZDkkrc5C,USRR40300052,no
84,"Voice of Truth","Casting Crowns",82,7B,64,2016-09-05,05:23,64,"christian, worship, ccm, christian rock, christian alternative rock, christian pop","Casting Crowns",2003-10-07,51,9,0,22,0,20,-7,F Major,4,4G29gmjS7Z2nEFeM7FA6wx,USRR40300053,no
85,"Who Am I","Casting Crowns",134,1B,47,2016-09-05,05:35,70,"christian, worship, ccm, christian rock, christian alternative rock, christian pop","Casting Crowns",2003-10-07,55,43,0,19,0,0,-8,B Major,4,5VUQsLff8A3ruAyCdTxqzg,USRR40300054,no
86,"Amazing Grace","Jars Of Clay",124,9B,47,2016-10-20,05:18,12,"ccm, christian rock, christian alternative rock, christian","Greatest Hits",2008-04-01,59,1,0,24,0,10,-7,G Major,4,52Zy6L377yODKHW6CVwtmp,USES20300066,no
87,"God Will Lift Up Your Head","Jars Of Clay",128,10B,73,2016-10-20,04:22,13,"ccm, christian rock, christian alternative rock, christian","Greatest Hits",2008-04-01,68,0,0,70,0,10,-4,D Major,4,1eugEypejC6oCWbJl39kn4,USA5W0500020,no
88,"Love Song For A Savior","Jars Of Clay",94,9B,82,2016-10-20,04:46,25,"ccm, christian rock, christian alternative rock, christian","Greatest Hits",2008-04-01,57,18,0,54,0,0,-7,G Major,4,4avjo3Z1G8bYKEu2fb5tmf,USES29500007,no
89,"Work","Jars Of Clay",132,10A,95,2016-10-20,03:54,13,"ccm, christian rock, christian alternative rock, christian","Greatest Hits",2008-04-01,49,1,0,28,0,10,-5,B Minor,4,52g1chJjntm1wuA673pAXH,USA5W0600148,no
