#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
65,"Immigrant Song - Remaster","Led Zeppelin",113,1B,93,-,02:26,82,"classic rock, rock, hard rock, rock and roll","Led Zeppelin III (Remaster)",1970-00-00,56,1,17,62,0,30,-10,B Major,4,78lgmZwycJ3nzsdgmPPGNx,USAT21300934,no
66,"Fortunate Son","Creedence Clearwater Revival",133,8B,66,-,02:20,88,"classic rock, southern rock, country rock","Willy And The Poor Boys (Expanded Edition)",1969-11-02,64,20,1,66,0,10,-8,C Major,4,4BP3uh0hFLFRb5cjsgLqDh,USC4R0817618,no
67,"Worried Mind","Myles Kennedy",113,10B,66,-,04:41,0,"","The Ides Of March",2021-05-14,59,4,0,40,0,10,-6,D Major,3,67FgHSDXb1GiwyexJSjOYx,ATN262198711,no
68,"Dance, Dance","Fall Out Boy",114,10A,96,-,03:00,81,"emo, pop punk","From Under The Cork Tree",2005-05-03,62,1,0,45,10,0,-3,B Minor,4,0a7BloCiNzLDD9qSQHh5m7,USDJ20500174,no
69,"Hard Wired","Shakey Graves",106,8B,44,-,04:07,0,"indie folk","And The War Came",2014-07-10,57,80,0,44,0,20,-9,C Major,4,5452PHO9TEyQsMpgZFbUw4,US92H1400005,no
70,"Kingdom Come","The Civil Wars",81,9A,28,-,03:42,44,"southern gothic","The Hunger Games: Songs From District 12 And Beyond",2012-01-01,50,85,0,18,0,10,-11,E Minor,4,1IZc5f9ulw7Ge2eOpQH7w6,USUM71201809,no
71,"No Children","The Mountain Goats",85,3B,41,-,02:48,61,"folk punk, anti-folk, indie folk","Tallahassee",2003-01-27,61,60,0,41,0,10,-8,C♯/D♭ Major,4,5cxnSTLzGD1t9xcdmJYFVB,GBAFL0101077,no
72,"In Dreams","Ben Howard",127,8B,59,-,03:33,58,"indie folk, folk pop","I Forget Where We Were",2014-10-20,49,61,71,28,0,10,-14,C Major,4,6yPuQr6vjZ7tJ4oq1PEXle,GBUM71404290,no
73,"Be My Fire","The Blue Stones",96,12A,89,-,03:13,0,"blues rock","Black Holes",2018-10-26,54,0,0,50,0,10,-6,C♯/D♭ Minor,4,0f2QFb1ghqUzM5Cl3HTQcc,USKO11800761,no
74,"From This Valley - Acoustic","The Civil Wars",174,6B,41,-,03:29,25,"southern gothic","Bare Bones EP",2013-11-29,39,83,0,41,0,0,-6,A#/B♭ Major,4,5UcW2Su74svT2gYHBv57fO,USQX91302444,no
75,"Ain't No Rest For The Wicked - Original Version","Cage The Elephant",156,8B,91,-,02:55,70,"","Cage The Elephant",2008-01-01,64,6,0,92,10,60,-6,C Major,4,7tCHpjktA50ihtkLz6bAnn,GBGLM0700133,no
76,"Joker And The Thief","Wolfmother",156,8B,80,-,04:39,65,"stoner rock","Wolfmother",2005-01-01,26,2,1,47,0,40,-2,C Major,4,6dNJ3lasVLPd0078T9yqlm,AUUM70500115,no
77,"Little Black Submarines","The Black Keys",95,10B,47,-,04:11,62,"blues rock, garage rock, modern blues, rock","El Camino",2011-12-06,37,16,0,49,0,10,-8,D Major,4,1PXsUXSM3LF2XNSkmIldPb,USNO11100276,no
78,"Only Love","Ben Howard",80,4B,49,-,04:09,70,"indie folk, folk pop","Every Kingdom",2011-01-01,55,30,0,34,10,10,-10,G#/A♭ Major,4,2uhEKg8kIzpdvz4gyy6x8W,GBUM71104742,no
79,"Steady, As She Goes","The Raconteurs",124,11B,58,-,03:35,68,"garage rock, alternative rock","Broken Boy Soldiers",2006-05-15,53,1,1,54,10,10,-5,A Major,4,4xlEKYv7HmC8zXoJIbpZKM,USVT10600052,no
80,"Hurt","Johnny Cash",90,8A,39,-,03:36,77,"classic country, outlaw country, country","American IV: The Man Comes Around",2002-01-01,53,65,0,16,0,0,-8,A Minor,4,28cnXtME493VX9NOw9cIUh,USDJ20200650,no
81,"S.O.B.","Nathaniel Rateliff & The Night Sweats",110,3B,58,-,04:07,69,"","Nathaniel Rateliff & The Night Sweats",2015-08-21,70,27,1,13,0,40,-7,C♯/D♭ Major,4,1VPUpUwtbpoRVXt0txVU0w,USC4R1503363,yes
82,"Change","Poor Man's Poison",125,10A,59,-,02:28,51,"southern gothic","Friends With the Enemy",2011-01-11,82,46,0,96,0,10,-9,B Minor,4,2Xou1sIpo8mnjzasGefllq,TCAAT1020209,no
83,"Northern Attitude","Noah Kahan",121,5B,63,-,04:27,83,"","Stick Season",2022-10-14,52,12,0,32,0,10,-8,D#/E♭ Major,4,4O2rRsoSPb5aN7N3tG6Y3v,USUM72217167,yes
84,"Jaded","Miley Cyrus",91,12B,59,-,03:05,68,"","Endless Summer Vacation",2023-08-18,50,5,0,18,0,0,-5,E Major,4,0LbZLBBZI1NfaDgb4dx0UD,USSM12209778,yes
85,"Spinnin","Connor Price,Bens",140,10A,57,-,01:50,67,"","Spin The Globe",2023-01-27,77,23,0,48,10,10,-6,B Minor,4,4r0kug4vaNx3d8qyDLhQes,QZTAS2238500,no
86,"Death By Rock And Roll","The Pretty Reckless",97,12B,94,-,03:54,55,"","Death By Rock And Roll",2021-02-12,49,0,1,49,0,10,-3,E Major,4,6ISZ6sKcNBdYJS7XYHm5cV,US5262023639,yes
87,"Up the Wolves","The Mountain Goats",158,10B,37,-,03:27,46,"folk punk, anti-folk, indie folk","The Sunset Tree",2005-04-25,49,49,0,47,0,0,-9,D Major,4,6AIKEQvWItx9NcjtoNDOjh,GBAFL0400075,no
88,"get him back!","Olivia Rodrigo",162,7B,85,-,03:31,80,"","GUTS",2023-09-08,55,1,0,73,10,50,-6,F Major,4,2gyxAWHebV7xPYVxqoi86f,USUG12304099,yes
89,"The Last Pale Light In the West","Ben Nichols",116,9B,47,-,02:48,49,"alt country, southern gothic","The Last Pale Light In the West",2009-01-20,33,77,1,13,0,0,-8,G Major,4,5N17FLkppeFMfsEiHjcrBz,USEF70800056,no
90,"Sugar, We're Goin Down","Fall Out Boy",162,9B,84,-,03:49,83,"emo, pop punk","From Under The Cork Tree",2005-05-03,49,1,0,57,0,10,-5,G Major,4,2TfSHkHiFO4gRztVIkggkE,USIR20500201,no
91,"Like Real People Do","Hozier",70,9B,18,-,03:18,69,"","Hozier",2014-09-19,57,91,38,13,0,10,-14,G Major,3,4LGJ2pLDvTRnul3EcZoYkX,IEACJ1400147,no
92,"good 4 u","Olivia Rodrigo",167,11B,66,-,02:58,86,"","SOUR",2021-05-21,56,34,0,69,10,0,-5,A Major,4,4ZtFanR9U6ndgddUvNcjcG,USUG12101245,yes
93,"Hard To Handle","The Black Crowes",104,12B,79,-,03:08,73,"southern rock, jam band, rock","Shake Your Money Maker",1990-02-13,60,0,0,96,0,30,-4,E Major,4,05NYcsjJwOYq4jIiKPVj9p,USSM19000343,no
94,"Blackbird","Alter Bridge",149,11A,81,-,07:58,61,"post-grunge, alternative metal, hard rock","Blackbird",2007-10-05,28,0,1,13,0,10,-5,F#/G♭ Minor,3,2o4AknH1hXnleCRW2rH45w,USUM70749613,no
95,"Gloria","The Lumineers",78,1B,71,-,03:36,64,"folk pop, indie folk","III",2019-09-13,52,66,0,66,0,0,-6,B Major,4,3CN9WtSBqCI6TXne9XNomb,USDMG1995103,no
96,"The Perfect Parts","Shakey Graves",125,8B,66,-,03:56,0,"indie folk","And The War Came",2014-07-10,53,5,0,28,0,10,-6,C Major,4,22ojTkfbwYxyMJwOPhDvUV,US92H1400004,no
97,"You","The Pretty Reckless",83,2B,55,-,03:32,50,"","Light Me Up",2010-01-01,20,19,7,27,0,10,-7,F#/G♭ Major,4,4x4bz6m6oYvRPxNU4HRQHZ,USUM71019331,no
98,"Bad Things","Rayland Baxter",81,7A,59,-,05:13,46,"southern gothic","Ashkelon",2013-08-20,32,38,0,21,0,10,-8,D Minor,4,6FR7CxgunBBN1jYJxsX8uZ,USATO1300298,no
99,"Billie Jean","The Civil Wars",90,8A,20,-,04:20,55,"southern gothic","Between The Bars (EP)",2012-00-00,53,83,0,54,0,10,-9,A Minor,4,4zzi2eD2cEPpQ3a307mPPj,USQX91301063,no
100,"Mr. Ed","Mammoth",128,11B,96,-,03:44,40,"","Mammoth",2021-06-11,46,0,0,34,10,20,-3,A Major,4,0pbFJjl7X4qOfLax0wyBEU,QM6XS2300770,no
