#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
28,"The Cave","Mumford & Sons",142,12B,51,2024-10-21,03:37,2,"folk, indie folk, folk rock","Sigh No More",2009-10-02,59,5,0,37,0,10,-10,E Major,4,3vUn7FE3ZaQgJmkhIrIirF,GBUM70909075,no
29,"Awake My Soul","Mumford & Sons",86,10B,47,2024-10-21,04:15,0,"folk, indie folk, folk rock","Sigh No More",2009-10-02,27,6,3,22,0,0,-10,D Major,1,2jTkLdldm7xtHUfHKhzR7S,GBUM70909100,no
30,"Clean Slate","The Mountain Goats",165,8B,80,2024-10-21,03:48,0,"folk punk, anti-folk, indie folk","Jenny from Thebes",2023-10-27,42,27,12,86,0,10,-7,C Major,4,22afijCZOzgfrEJdjZHf15,USMRG2384101,no
31,"Dark in Here","The Mountain Goats",125,8A,60,2024-10-21,03:23,0,"folk punk, anti-folk, indie folk","Dark in Here",2021-06-25,64,37,50,31,0,0,-8,A Minor,4,2o2stv4uGKSYuUaghBTVX3,USMRG2172604,no
32,"Skinny Love","Bon Iver",76,9A,26,2024-10-21,03:58,76,"","For Emma, Forever Ago",2008-02-19,59,85,0,11,0,10,-14,E Minor,4,3B3eOgLJSqPEA0RfboIQVM,US38Y0811503,no
33,"Sons & Daughters","The Decemberists",115,10B,56,2024-10-21,05:13,53,"baroque pop, indie folk","The Crane Wife",2006-10-03,33,22,0,24,0,30,-8,D Major,4,721tATaNQPPGSuC3dYEI3h,USCA20601227,no
34,"Down By The Water","The Decemberists",123,9A,81,2024-10-21,03:41,52,"baroque pop, indie folk","The King Is Dead",2011-01-18,49,0,0,70,0,30,-4,E Minor,4,7IxWqdG1zG0gaAFYq2q0Iy,USCA21002832,no
35,"Down On The Bottom","The New Basement Tapes",148,8B,42,2024-10-21,04:28,51,"roots rock","Lost On The River (Deluxe)",2014-08-19,44,13,5,57,0,10,-9,C Major,4,2zMXaBISwWgCM7zvYmk2h4,USUM71411792,no
36,"Monster","Mumford & Sons",144,10B,42,2024-10-21,03:56,0,"folk, indie folk, folk rock","Wilder Mind (Deluxe)",2015-05-04,49,32,16,15,0,10,-12,D Major,4,5RJeg1KeRTQxsgZcPrxWBD,GBUM71500535,yes
37,"If We Were Vampires","Jason Isbell and the 400 Unit,Jason Isbell",97,7B,21,2024-10-21,03:35,63,"alt country, americana, roots rock, red dirt","The Nashville Sound",2017-06-16,63,82,0,69,0,10,-16,F Major,4,250RLekaiL1q9qZer975Eg,QMHBS1700005,no
